H Contains extraCted data from figures, fig2,fig3
H fig2 C agb 0.02
2.71312e+07	0.00202053
2.97656e+07	0.00453024
3.84054e+07	0.0171426
5.19031e+07	0.0322789
5.43647e+07	0.0322647
6.39364e+07	0.0423674
6.69686e+07	0.0448912
9.26263e+07	0.0727108
9.70191e+07	0.0726966
1.16775e+08	0.0929444
1.4722e+08	0.128407
1.5067e+08	0.128399
1.69175e+08	0.146131
1.77198e+08	0.151192
2.28632e+08	0.186647
2.39475e+08	0.189171
2.62728e+08	0.199295
2.81638e+08	0.209426
3.80621e+08	0.237253
4.08017e+08	0.244846
4.27367e+08	0.24737
4.68865e+08	0.257494
6.637e+08	0.282768
7.28146e+08	0.290354
8.56347e+08	0.297918
1.24061e+09	0.313033
1.29945e+09	0.313019
1.36108e+09	0.315543
1.49324e+09	0.315515
1.56405e+09	0.318039
1.63823e+09	0.318025
2.42897e+09	0.32298
2.4859e+09	0.320435
2.6038e+09	0.322959
3.28264e+09	0.322888
4.86711e+09	0.325306
5.59295e+09	0.325263
5.72404e+09	0.327794
5.9955e+09	0.325242
6.27985e+09	0.327766
7.0511e+09	0.32773
1.02151e+10	0.330155
1.38052e+10	0.330063
H fig2 C massive 0.02
2.41635e+07	0.999518
2.84179e+07	0.994392
3.58268e+07	0.986707
3.75259e+07	0.984155
4.21346e+07	0.979043
4.95531e+07	0.971379
5.6943e+07	0.963723
6.39364e+07	0.956073
7.01447e+07	0.94843
7.69558e+07	0.943326
8.64071e+07	0.933138
9.0505e+07	0.930586
9.92931e+07	0.920405
1.04002e+08	0.917853
1.14101e+08	0.907672
1.2518e+08	0.894954
1.65301e+08	0.856797
1.98961e+08	0.83136
2.56712e+08	0.800825
3.08986e+08	0.777926
3.2364e+08	0.775374
3.63387e+08	0.762648
3.80621e+08	0.760096
4.27367e+08	0.74737
4.47635e+08	0.744818
4.91101e+08	0.734637
5.14392e+08	0.732085
5.38787e+08	0.726994
5.6434e+08	0.724442
6.19137e+08	0.716799
6.485e+08	0.714247
8.9696e+08	0.696381
1.00712e+09	0.69127
1.10491e+09	0.688703
1.15731e+09	0.686151
1.26969e+09	0.683585
1.3299e+09	0.681033
1.42563e+09	0.681011
1.49324e+09	0.678459
1.67663e+09	0.678424
1.75614e+09	0.675871
2.01804e+09	0.675829
2.11375e+09	0.673277
2.72729e+09	0.673199
2.85663e+09	0.670646
3.77219e+09	0.670561
3.95109e+09	0.668009
4.98119e+09	0.667938
5.21742e+09	0.665386
7.0511e+09	0.665294
7.21637e+09	0.662748
7.55861e+09	0.665272
7.91708e+09	0.66272
1.20136e+10	0.662593
1.25834e+10	0.66004
1.34891e+10	0.660019
H fig2 N agb 0.02
2.7135e+07	0.00614249
3.11965e+07	0.0266365
3.19296e+07	0.0292018
4.02899e+07	0.0676101
4.85172e+07	0.0881326
5.08182e+07	0.0881611
6.87274e+07	0.118959
7.19954e+07	0.12409
7.54144e+07	0.126669
8.46915e+07	0.134394
8.66817e+07	0.136959
1.22768e+08	0.160132
1.34705e+08	0.165291
1.47811e+08	0.173002
1.5483e+08	0.175581
2.24414e+08	0.196218
2.89657e+08	0.211681
4.19809e+08	0.229766
4.39719e+08	0.229795
4.82473e+08	0.234954
5.54525e+08	0.242692
8.03643e+08	0.258227
8.61486e+08	0.25827
9.02397e+08	0.260849
9.9008e+08	0.263457
1.0371e+09	0.266037
1.06141e+09	0.266051
1.5742e+09	0.279049
1.72716e+09	0.281657
1.80929e+09	0.286787
1.93951e+09	0.28683
2.03162e+09	0.28941
3.01279e+09	0.297305
3.22964e+09	0.297348
3.38301e+09	0.299927
3.7985e+09	0.299999
3.88776e+09	0.302564
5.25446e+09	0.3053
5.63265e+09	0.305343
5.76502e+09	0.307908
5.89979e+09	0.305371
6.17996e+09	0.307951
6.93896e+09	0.308022
1.02895e+10	0.313367
1.32762e+10	0.313523
H fig2 N massive 0.02
2.25403e+07	0.998375
2.65042e+07	0.990822
3.11541e+07	0.967962
3.66199e+07	0.945102
4.20637e+07	0.927331
5.06024e+07	0.904485
5.81317e+07	0.891815
6.67853e+07	0.881697
7.32573e+07	0.8741
7.67271e+07	0.871578
8.61352e+07	0.863996
9.66969e+07	0.856414
1.08554e+08	0.848832
1.21864e+08	0.84125
1.36807e+08	0.833668
1.53582e+08	0.826086
1.72414e+08	0.818504
2.07474e+08	0.808414
2.17301e+08	0.805892
2.73874e+08	0.793279
3.3729e+08	0.783203
4.15391e+08	0.773127
4.66352e+08	0.768096
5.48365e+08	0.760543
6.1564e+08	0.755512
6.7538e+08	0.753018
7.07369e+08	0.750495
7.94152e+08	0.745464
8.71215e+08	0.74297
9.12479e+08	0.740448
9.55755e+08	0.740476
1.00102e+09	0.737954
1.09816e+09	0.73546
1.15017e+09	0.732937
1.26178e+09	0.730443
1.38422e+09	0.727949
1.44979e+09	0.725426
1.51855e+09	0.725455
1.59047e+09	0.722932
1.6659e+09	0.722961
1.82734e+09	0.715365
2.00478e+09	0.715422
2.09973e+09	0.712899
2.25086e+09	0.712942
2.35748e+09	0.710419
2.52716e+09	0.710462
2.64686e+09	0.70794
2.90387e+09	0.707997
3.04141e+09	0.705474
3.33674e+09	0.705531
3.49478e+09	0.703009
3.924e+09	0.70308
4.10986e+09	0.700557
4.72278e+09	0.700643
4.94647e+09	0.69812
5.68416e+09	0.698206
5.95338e+09	0.695683
7.50553e+09	0.695826
7.86103e+09	0.693303
9.68356e+09	0.693431
1.01422e+10	0.690909
1.33929e+10	0.69108
1.3706e+10	0.688543
H fig2 O agb 0.02
2.82327e+07	-0.00223529
3.21309e+07	0.000633624
4.16165e+07	0.00637144
5.67611e+07	0.0121269
7.54313e+07	0.0150486
1.05574e+08	0.0208128
1.1707e+08	0.020848
1.23297e+08	0.0236905
1.40301e+08	0.0237345
2.12224e+08	0.03235
2.41492e+08	0.032394
2.54337e+08	0.0352366
2.8203e+08	0.0352718
4.26547e+08	0.0410624
4.49235e+08	0.0439049
4.9815e+08	0.0439401
5.24646e+08	0.0467826
5.52471e+08	0.0468002
8.35568e+08	0.0525908
8.79883e+08	0.0526084
9.26683e+08	0.0554509
1.05448e+09	0.0554949
1.11057e+09	0.0583374
1.6368e+09	0.0641193
1.72361e+09	0.0641369
1.81529e+09	0.0669794
2.06563e+09	0.0670234
2.17551e+09	0.0698659
3.20588e+09	0.0728228
3.3759e+09	0.0728404
3.55547e+09	0.0756829
4.26037e+09	0.0757445
4.97554e+09	0.0786222
6.27819e+09	0.0787014
6.61213e+09	0.0815439
