     0     1    5.2208125287E+00
    38    55    4.5325117264E-07
    38    56    2.3845190510E-05
    38    57    7.8386163275E-05
    38    58    1.1005695663E-05
    39    55    6.7272893613E-07
    39    56    3.7859562866E-05
    39    57    1.3320455422E-04
    39    58    4.2663651503E-05
    39    59    1.2928421860E-04
    39    60    2.1139288294E-05
    40    55    1.2833339540E-08
    40    56    8.3949110835E-07
    40    57    5.9029190088E-06
    40    58    7.8233477901E-05
    40    59    6.8355750215E-06
    40    60    8.2249876211E-05
    40    61    3.7718634449E-06
    40    62    1.3481271184E-06
    40    63    3.6250829839E-06
    41    56    4.3090018151E-07
    41    57    4.8695128093E-06
    41    58    1.2059471695E-06
    41    59    9.1653916710E-06
    41    60    2.4253039138E-04
    41    61    7.9903536164E-04
    41    62    1.5694605432E-04
    41    63    4.7407946511E-06
    41    64    1.7368282258E-06
    41    65    4.4338543547E-06
    42    57    1.8605678959E-10
    42    58    1.3960636570E-08
    42    59    2.1772482348E-07
    42    60    8.6114933904E-06
    42    61    3.4716107572E-05
    42    62    1.0010891892E-05
    42    63    3.5305283461E-05
    42    64    4.5476685733E-04
    42    65    8.2181252581E-03
    42    66    5.6359034287E-04
    42    67    7.9441353115E-03
    42    68    3.7288633291E-04
    43    58    5.5118282864E-09
    43    59    6.9103864673E-08
    43    60    1.4751311638E-08
    43    61    3.0992618668E-07
    43    62    3.2847347846E-05
    43    63    8.6061084659E-02
    43    64    8.3521782454E-03
    43    65    8.2183827393E-02
    43    66    8.3089260773E-03
    43    67    7.8029964928E-02
    43    68    8.3038365640E-03
    43    69    7.3692211056E-02
    43    70    8.5528835866E-03
    43    71    6.8824029716E-02
    44    59    9.8140380947E-13
    44    60    8.3681385985E-11
    44    61    4.4141426474E-09
    44    62    2.3919840727E-07
    44    63    1.1613495715E-06
    44    64    3.7739099915E-04
    44    65    8.0471940820E-03
    44    66    4.2093823719E-04
    44    67    7.8418127936E-03
    44    68    4.8995561359E-04
    44    69    7.5569652939E-03
    44    70    5.7034155956E-04
    44    71    7.2015810324E-03
    44    72    6.7815605219E-04
    44    73    6.7494548682E-03
    45    60    2.2385761471E-11
    45    61    3.4131836118E-10
    45    62    6.2028905507E-11
    45    63    1.8352814532E-08
    45    64    7.9849117930E-03
    45    65    7.7698033223E-02
    45    66    7.8545354449E-03
    45    67    7.3717449380E-02
    45    68    7.7065091385E-03
    45    69    6.9469330652E-02
    45    70    7.5842553736E-03
    45    71    6.4856412774E-02
    45    72    7.4741973000E-03
    45    73    5.9791587753E-02
    45    74    7.4403903109E-03
    45    75    5.4082133498E-02
    46    61    1.6283954301E-15
    46    62    1.6108354376E-13
    46    63    1.2650524922E-12
    46    64    4.4896351453E-06
    46    65    7.7246784629E-03
    46    66    3.8162823591E-04
    46    67    7.5371834423E-03
    46    68    4.0546763092E-04
    46    69    7.2829698440E-03
    46    70    4.4503401987E-04
    46    71    6.9413733022E-03
    46    72    4.9031831396E-04
    46    73    6.5105156013E-03
    46    74    5.7578956143E-04
    46    75    5.9356336228E-03
    46    76    6.5804080598E-04
    46    77    5.2304437061E-03
    47    63    8.4125448849E-16
    47    64    8.1638309394E-14
    47    65    6.7662601886E-09
    47    66    7.4519645631E-03
    47    67    6.8910893351E-02
    47    68    7.2453683683E-03
    47    69    6.4608324375E-02
    47    70    6.9816708371E-03
    47    71    5.9896582339E-02
    47    72    6.6858847693E-03
    47    73    5.4627356722E-02
    47    74    6.3407292640E-03
    47    75    4.8614351256E-02
    47    76    5.9639629269E-03
    47    77    4.1549692837E-02
    47    78    5.5361686495E-03
    47    79    3.2959214739E-02
    48    64    4.8050485032E-17
    48    65    2.3695671241E-09
    48    66    3.6361244211E-04
    48    67    7.1230778103E-03
    48    68    3.7787981618E-04
    48    69    6.8544116735E-03
    48    70    3.9310999406E-04
    48    71    6.4963029589E-03
    48    72    4.0773952751E-04
    48    73    6.0309064150E-03
    48    74    4.3516712300E-04
    48    75    5.4160052875E-03
    48    76    4.5964077860E-04
    48    77    4.6206148811E-03
    48    78    4.7718204770E-04
    48    79    3.5726711919E-03
    48    80    4.4996509514E-04
    48    81    2.1928308110E-03
    49    65    2.4563955470E-19
    49    66    2.8150292969E-17
    49    67    3.7811787798E-09
    49    68    6.7571827173E-03
    49    69    5.9243718404E-02
    49    70    6.4389757776E-03
    49    71    5.4216709668E-02
    49    72    6.0268350871E-03
    49    73    4.8465375668E-02
    49    74    5.5050715892E-03
    49    75    4.1712743640E-02
    49    76    4.8812328847E-03
    49    77    3.3471577067E-02
    49    78    4.0675233856E-03
    49    79    2.3181787462E-02
    49    80    2.8888999822E-03
    49    81    1.0522380967E-02
    49    82    6.8520495962E-04
    50    68    1.2102645075E-06
    50    69    6.3256694790E-03
    50    70    3.6384307605E-04
    50    71    5.9179148790E-03
    50    72    3.6334424412E-04
    50    73    5.3737512087E-03
    50    74    3.6087452463E-04
    50    75    4.6432359368E-03
    50    76    3.4855444585E-04
    50    77    3.6586509220E-03
    50    78    3.2491057290E-04
    50    79    2.3061045619E-03
    50    80    2.0833779836E-04
    50    81    6.4162723331E-04
    50    82    4.1007431308E-05
    50    83    5.9655123698E-05
    50    84    1.0545996637E-05
    51    68    8.4703294725E-22
    51    69    2.6466591995E-09
    51    70    5.8255988418E-03
    51    71    4.7840019724E-02
    51    72    5.3155891376E-03
    51    73    4.1299776298E-02
    51    74    4.6333365382E-03
    51    75    3.3324192484E-02
    51    76    3.7322251899E-03
    51    77    2.3295602553E-02
    51    78    2.5122598687E-03
    51    79    1.0824527304E-02
    51    80    7.3945265013E-04
    51    81    4.6531656812E-04
    51    82    2.1448104587E-04
    51    83    4.1941187213E-04
    51    84    2.5526818957E-03
    51    85    8.3840405342E-03
    52    70    6.7209058295E-07
    52    71    5.2207114982E-03
