[Fe/H] [C/Fe] [N/Fe] [O/Fe] [Na/Fe] [Mg/Fe] [Al/Fe] [Si/Fe] [Ca/Fe] [Sc/Fe] [Ti/Fe] [V/Fe] [Cr/Fe] [Mn/Fe] [Co/Fe] [Ni/Fe] [Zn/Fe] [Ga/Fe] [Ge/Fe] [Sr/Fe] [Y/Fe] [Zr/Fe] [Nb/Fe] [Mo/Fe] [Ru/Fe] [Rh/Fe] [Pd/Fe] [Ag/Fe] [Ba/Fe] [La/Fe] [Ce/Fe] [Pr/Fe] [Nd/Fe] [Sm/Fe] [Eu/Fe] [Gd/Fe] [Tb/Fe] [Dy/Fe] [Ho/Fe] [Er/Fe] [Tm/Fe] [Yb/Fe] [Lu/Fe] [Hf/Fe] [Os/Fe] [Ir/Fe] [Pt/Fe] [Au/Fe] [Pb/Fe] [Th/Fe] [U/Fe]
-1.97 +0.41 -30.0 -30.0 -30.0 +0.29 -1.09 -30.0 +0.46 +0.35 +0.46 -30.0 +0.16 -0.22 +0.17 +0.13 -30.0 -30.0 -30.0 +0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.94 +0.03 -30.0 -30.0 -30.0 +0.59 -0.27 -30.0 +0.52 +0.30 +0.36 -30.0 +0.11 -0.35 +0.22 -0.04 -30.0 -30.0 -30.0 +0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.34 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.34 +0.29 -30.0 -30.0 -30.0 +0.38 -0.64 -30.0 +0.28 +0.52 +0.46 -30.0 -0.26 -0.59 +0.66 +0.34 -30.0 -30.0 -30.0 -1.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.05 +0.15 -30.0 -30.0 -30.0 +0.15 -1.21 -30.0 +0.19 +0.13 +0.18 -30.0 -0.28 -0.51 +0.16 +0.03 -30.0 -30.0 -30.0 -0.63 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.92 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0         
-3.51 +0.25 -30.0 -30.0 -30.0 +0.60 -0.89 -30.0 +0.52 +0.35 +0.49 -30.0 -0.29 -0.63 +0.41 +0.20 -30.0 -30.0 -30.0 +0.35 +0.22 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.50 +0.25 -30.0 -30.0 -30.0 +0.41 -0.58 -30.0 +0.40 +0.37 +0.46 -30.0 +0.07 -0.20 +0.36 +0.17 -30.0 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.19 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.89 +0.30 -30.0 -30.0 -30.0 +0.30 -0.80 -30.0 +0.30 +0.25 +0.34 -30.0 -0.10 -0.23 +0.30 +0.20 -30.0 -30.0 -30.0 +0.09 -0.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.76 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.04 -0.69 -30.0 -30.0 -30.0 +0.45 -0.83 -30.0 +0.43 +0.38 +0.45 -30.0 -0.28 -0.50 +0.38 -0.09 -30.0 -30.0 -30.0 -0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.89 +0.09 -30.0 -30.0 -30.0 +0.34 -1.01 -30.0 +0.29 +0.21 +0.33 -30.0 -0.16 -0.54 +0.22 +0.14 -30.0 -30.0 -30.0 +0.24 +0.20 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.68 -30.0 -30.0 -30.0 -30.0 -30.0 +1.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.25 +1.44 -30.0 -30.0 -30.0 +0.46 -0.80 -30.0 +0.50 +0.43 +0.52 -30.0 +0.15 -0.30 +0.27 +0.18 -30.0 -30.0 -30.0 +0.80 +0.77 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.79 +1.53 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.36 +0.24 -30.0 -30.0 -30.0 +0.51 -0.79 -30.0 +0.49 +0.33 +0.53 -30.0 -0.34 -0.56 +0.47 +0.28 -30.0 -30.0 -30.0 +0.72 +0.68 +1.05 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.89 -30.0 -30.0 -30.0 -30.0 -30.0 +1.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.52 +0.49 -30.0 -30.0 -30.0 +0.39 -1.01 -30.0 +0.42 +0.28 +0.50 -30.0 +0.02 -0.24 +0.35 +0.24 -30.0 -30.0 -30.0 +0.57 +0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.69 +0.33 -30.0 -30.0 -30.0 +0.48 -0.92 -30.0 +0.35 +0.37 +0.47 -30.0 -0.20 -0.47 +0.51 +0.23 -30.0 -30.0 -30.0 +0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.58 -0.61 -30.0 -30.0 -30.0 +0.48 -0.17 -30.0 +0.36 +0.39 +0.35 +0.07 -0.35 -0.22 +0.20 +0.15 +0.24 -30.0 -30.0 -0.08 -0.08 +0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.03 +0.15 +0.18 -30.0 +0.28 +0.58 +0.69 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.86 +0.04 -30.0 -30.0 -30.0 +0.42 -0.64 -30.0 +0.41 +0.43 +0.49 -30.0 +0.26 -0.14 -30.0 +0.51 -30.0 -30.0 -30.0 +0.91 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.62 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.27 +0.85 -30.0 -30.0 -30.0 +0.39 -0.69 -30.0 +0.39 +0.23 +0.44 -30.0 -0.06 -0.08 +0.48 +0.54 -30.0 -30.0 -30.0 -0.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.27 +0.43 -30.0 -30.0 -30.0 +0.46 -0.77 -30.0 +0.45 +0.35 +0.52 -30.0 -0.18 -0.53 +0.50 +0.24 -30.0 -30.0 -30.0 -0.12 +0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.52 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.57 +0.27 -30.0 -30.0 -30.0 +0.46 -0.57 -30.0 +0.45 +0.38 +0.36 +0.11 -0.04 -0.19 +0.25 -0.09 -30.0 -30.0 -30.0 +0.08 -0.01 +0.61 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.28 -30.0 -30.0 -30.0 -30.0 -30.0 +0.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.55 +0.40 -30.0 -30.0 -30.0 +0.36 -30.0 -30.0 +0.51 +0.33 +0.59 -30.0 -0.07 -0.40 -30.0 +0.04 -30.0 -30.0 -30.0 +0.11 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.23 -0.51 -30.0 -30.0 -30.0 +0.49 -0.65 -30.0 +0.32 +0.29 +0.52 -30.0 -0.30 -0.54 +0.22 +0.35 -30.0 -30.0 -30.0 +0.07 -0.15 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.87 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.56 -0.23 -30.0 -30.0 -30.0 +0.50 -0.28 -30.0 +0.48 +0.42 +0.51 -30.0 -0.08 -0.18 +0.17 -0.17 -30.0 -30.0 -30.0 +0.27 -0.08 +0.41 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.06 -30.0 -30.0 -30.0 -30.0 -30.0 +0.54 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.96 +0.39 -30.0 -30.0 -30.0 +0.51 -30.0 -30.0 +0.38 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.49 +0.39 -30.0 -30.0 -30.0 +0.39 -0.95 -30.0 +0.41 +0.31 +0.42 +0.19 +0.08 -0.08 +0.27 +0.04 -30.0 -30.0 -30.0 +0.28 +0.17 +0.58 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.06 -30.0 -30.0 -30.0 +0.77 -30.0 +0.83 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.78 -0.52 -30.0 -30.0 -30.0 +0.37 -0.68 -30.0 +0.43 +0.34 +0.44 +0.17 -0.23 -0.47 +0.30 +0.12 -30.0 -30.0 -30.0 +0.21 -0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.21 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.69 +0.29 -30.0 -30.0 -30.0 +0.58 -0.58 -30.0 +0.54 +0.33 +0.57 -30.0 -0.02 -0.36 -30.0 +0.30 -30.0 -30.0 -30.0 +0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.69 +0.45 -30.0 -30.0 -30.0 +0.41 -0.90 -30.0 +0.43 +0.29 +0.45 -30.0 +0.08 -0.04 +0.30 +0.10 -30.0 -30.0 -30.0 -0.30 -0.16 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.76 -0.24 -30.0 -30.0 -30.0 +0.50 -0.12 -30.0 +0.41 +0.29 +0.41 +0.06 -0.14 -0.27 +0.27 +0.17 -30.0 -30.0 -30.0 +0.37 -0.04 +0.44 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.24 +0.21 -30.0 -30.0 +0.37 -30.0 +0.66 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.18 +0.13 -30.0 -30.0 -30.0 +0.40 -0.70 -30.0 +0.46 +0.29 +0.39 +0.22 -0.01 -0.18 +0.19 -0.03 +0.35 -30.0 -30.0 +0.29 +0.00 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.16 -30.0 -30.0 -30.0 -30.0 -30.0 +0.67 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.69 +0.15 -30.0 -30.0 -30.0 +0.38 -0.52 -30.0 +0.45 +0.41 +0.43 +0.31 +0.16 +0.02 +0.27 -0.02 +0.33 -30.0 -30.0 +0.40 +0.16 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.07 -30.0 -30.0 -30.0 -30.0 -30.0 +0.68 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.18 +0.50 -30.0 -30.0 -30.0 +0.30 -0.91 -30.0 +0.30 +0.31 +0.39 -30.0 -0.11 -0.38 +0.36 +0.20 +0.80 -30.0 -30.0 +0.42 -0.16 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.86 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.92 -0.80 -30.0 -30.0 -30.0 +0.43 -0.24 -30.0 +0.36 +0.20 +0.38 -0.03 -0.26 -0.16 +0.13 +0.66 -30.0 -30.0 -30.0 -0.46 -0.44 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.37 -30.0 -30.0 -30.0 -30.0 -30.0 +0.16 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.95 +0.62 -30.0 -30.0 -30.0 +0.45 -0.73 -30.0 +0.55 +0.52 +0.69 -30.0 +0.03 -0.37 -30.0 +0.12 -30.0 -30.0 -30.0 +0.22 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.79 +0.11 -30.0 -30.0 -30.0 +0.71 +0.12 -30.0 +0.42 +0.51 +0.46 -30.0 +0.19 -0.02 +0.34 +0.07 -30.0 -30.0 -30.0 -0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0         
-2.86 -30.0 -30.0 -30.0 -30.0 -30.0 -0.62 -30.0 +0.49 +0.59 +0.68 -30.0 +0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.82 -30.0 -30.0 -30.0 -30.0 +0.51 -0.84 -30.0 +0.57 +0.51 +0.74 -30.0 -0.07 -0.28 -30.0 +0.07 -30.0 -30.0 -30.0 +0.67 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.05 +0.52 -30.0 -30.0 -30.0 +0.46 -0.42 -30.0 +0.54 +0.49 +0.43 -30.0 +0.01 -0.35 +0.41 +0.22 -30.0 -30.0 -30.0 +0.47 +0.35 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.40 -30.0 -30.0 -30.0 -30.0 -30.0 +1.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.46 +0.51 -30.0 -30.0 -30.0 +0.33 -0.31 -30.0 +0.44 +0.50 +0.64 -30.0 +0.05 -0.31 +0.42 +0.20 -30.0 -30.0 -30.0 +0.49 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.51 -0.73 -30.0 -30.0 -30.0 +0.44 -0.60 -30.0 +0.41 +0.37 +0.40 -30.0 -0.47 -0.45 +0.39 +0.19 -30.0 -30.0 -30.0 -0.47 -0.16 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.97 +0.36 -30.0 -30.0 -30.0 +0.63 -0.57 -30.0 +0.47 +0.37 +0.40 -30.0 -0.19 -0.28 +0.49 +0.27 -30.0 -30.0 -30.0 -0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.07 +0.47 -30.0 -30.0 -30.0 -30.0 -1.01 -30.0 +0.38 +0.46 +0.45 -30.0 -0.22 -0.13 +0.72 +0.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.22 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.59 +2.00 -30.0 -30.0 -30.0 +0.64 -0.72 -30.0 +0.64 +0.52 +0.52 -30.0 +0.22 -0.34 -30.0 -0.12 -30.0 -30.0 -30.0 +0.97 +0.92 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.62 +2.22 -30.0 -30.0 +2.23 -30.0 +1.98 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.93 +0.63 -30.0 -30.0 -30.0 +0.21 -0.90 -30.0 +0.37 +0.44 +0.50 -30.0 -0.05 -0.52 -30.0 -0.02 -30.0 -30.0 -30.0 +0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.82 +0.44 -30.0 -30.0 -30.0 +0.50 -0.76 -30.0 +0.67 +0.27 +0.50 -30.0 -0.11 -0.57 +0.31 -0.16 -30.0 -30.0 -30.0 +0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.10 +0.85 -30.0 -30.0 -30.0 +0.52 -30.0 -30.0 +0.36 +0.41 +0.54 -30.0 +0.12 -0.11 +0.52 +0.41 -30.0 -30.0 -30.0 +0.32 +0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.89 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.86 +0.23 -30.0 -30.0 -30.0 +0.48 -0.89 -30.0 +0.50 +0.31 +0.53 -30.0 -0.12 -0.54 +0.29 +0.14 -30.0 -30.0 -30.0 +0.07 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.89 +0.54 -30.0 -30.0 -30.0 +0.39 -0.71 -30.0 +0.42 +0.36 +0.38 -30.0 -0.13 -0.58 +0.45 +0.35 -30.0 -30.0 -30.0 +0.48 +0.38 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.79 -30.0 -30.0 -30.0 +1.02 -30.0 +1.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.88 +0.47 -30.0 -30.0 -30.0 +0.40 -0.80 -30.0 +0.51 +0.49 +0.62 -30.0 -0.13 -0.55 +0.36 +0.18 -30.0 -30.0 -30.0 +0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.66 +0.12 -30.0 -30.0 -30.0 +0.41 -0.66 -30.0 +0.45 +0.23 +0.38 -30.0 -0.07 -0.29 +0.12 +0.13 -30.0 -30.0 -30.0 +0.39 +0.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.70 -30.0 -30.0 -30.0 -30.0 -30.0 +1.05 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.55 +0.24 -30.0 -30.0 -30.0 +0.55 -0.83 -30.0 +0.48 +0.28 +0.39 -30.0 -0.05 -0.69 +0.21 -0.08 -30.0 -30.0 -30.0 +0.21 +0.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.70 +0.13 -30.0 -30.0 -30.0 +0.37 -0.87 -30.0 +0.35 +0.19 +0.27 -30.0 -0.04 -0.37 +0.32 +0.18 -30.0 -30.0 -30.0 +0.02 -0.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.52 -30.0 -30.0 -30.0 -30.0 -30.0 +0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.48 +1.20 -30.0 -30.0 -30.0 +0.50 -0.71 -30.0 +0.56 +0.40 +0.35 +0.20 -0.06 -0.27 +0.32 +0.18 -30.0 -30.0 -30.0 +0.90 +0.53 +0.63 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.30 +1.05 +1.38 -30.0 +0.95 -30.0 +0.51 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.80 +1.04 -30.0 -30.0 -30.0 -30.0 -1.09 -30.0 +0.44 +0.42 +0.65 -30.0 -0.05 -0.50 +0.48 +0.03 -30.0 -30.0 -30.0 +0.62 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
