[Fe/H] [C/Fe] [N/Fe] [O/Fe] [Na/Fe] [Mg/Fe] [Al/Fe] [Si/Fe] [Ca/Fe] [Sc/Fe] [Ti/Fe] [V/Fe] [Cr/Fe] [Mn/Fe] [Co/Fe] [Ni/Fe] [Zn/Fe] [Ga/Fe] [Ge/Fe] [Sr/Fe] [Y/Fe] [Zr/Fe] [Nb/Fe] [Mo/Fe] [Ru/Fe] [Rh/Fe] [Pd/Fe] [Ag/Fe] [Ba/Fe] [La/Fe] [Ce/Fe] [Pr/Fe] [Nd/Fe] [Sm/Fe] [Eu/Fe] [Gd/Fe] [Tb/Fe] [Dy/Fe] [Ho/Fe] [Er/Fe] [Tm/Fe] [Yb/Fe] [Lu/Fe] [Hf/Fe] [Os/Fe] [Ir/Fe] [Pt/Fe] [Au/Fe] [Pb/Fe] [Th/Fe] [U/Fe]
-3.17 +0.36 -30.0 -30.0 -30.0 +0.45 -0.81 -30.0 +0.42 +0.27 +0.53 -30.0 -0.21 -0.34 +0.63 +0.32 -30.0 -30.0 -30.0 +0.11 -0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.66 -30.0 -30.0 -30.0 -30.0 -30.0 +0.36 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.30 +1.04 +1.25 -30.0 -30.0 +0.34 -0.57 +0.27 +0.52 +0.50 +0.81 -30.0 -0.09 -0.34 -30.0 +0.16 -30.0 -30.0 -30.0 +0.34 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.22 -30.0 -30.0 -30.0 -30.0 -30.0 +1.89 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.58 +0.52 +0.83 +1.05 -30.0 +0.51 -0.69 +0.58 +0.47 +0.48 +0.61 +0.21 -0.24 -0.61 +0.64 +0.24 -30.0 -30.0 -30.0 -0.59 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.30 -30.0 -30.0 -30.0 -30.0 -30.0 +1.57 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.25 +0.54 -0.30 +0.72 -30.0 +0.56 -30.0 -30.0 +0.54 +0.20 +0.47 +0.18 +0.04 -0.31 +0.33 +0.13 +0.31 -30.0 -30.0 +0.30 +0.10 +0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.15 -30.0 -30.0 -30.0 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.84 +0.48 -0.21 +0.71 -30.0 +0.33 -30.0 +0.37 +0.38 +0.34 +0.54 +0.27 -0.07 -0.25 +0.53 +0.37 -30.0 -30.0 -30.0 -0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.39 -30.0 -30.0 -30.0 -30.0 -30.0 +0.73 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.87 +0.71 +0.32 +1.04 -30.0 +0.39 -0.68 +0.23 +0.54 +0.54 +0.78 +0.46 +0.09 -0.30 +0.57 +0.22 -30.0 -30.0 -30.0 +0.04 +0.17 +0.54 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.19 -30.0 -30.0 -30.0 -30.0 -30.0 +0.86 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.79 +0.53 +0.24 +0.71 -30.0 +0.53 -30.0 +0.33 +0.61 +0.46 +0.67 +0.39 +0.03 -0.27 +0.51 +0.19 +0.36 -30.0 -30.0 +0.21 +0.07 +0.50 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.14 -30.0 -30.0 -30.0 -30.0 -30.0 +0.78 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.74 +0.23 -0.51 +0.61 +0.07 +0.41 -0.83 -30.0 +0.40 +0.25 +0.40 +0.24 -0.08 -0.41 +0.36 +0.01 +0.23 -30.0 -30.0 -0.19 -0.27 +0.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.35 -0.19 -30.0 -30.0 -30.0 -30.0 +0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.19 +0.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.11 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.72 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.46 +0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.82 +1.87 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.57 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.54 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.64 +0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.44 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.34 +2.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.39 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.94 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.88 +0.52 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.63 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.68 +0.67 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.86 +0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.07 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.19 +0.77 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.30 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.62 +0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.28 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.55 -0.83 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.05 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.36 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.60 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.59 +0.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.41 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.40 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.10 +0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.15 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.19 -0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.04 +0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.58 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.05 -0.63 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.55 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.17 +0.77 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.13 +0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.28 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.68 +0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.05 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.96 +0.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.06 +0.07 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.44 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-3.27 -0.48 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.97 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.81 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.29 +0.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.15 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.05 +0.57 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.60 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.63 -0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.96 +0.72 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.53 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.18 -0.63 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.58 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.48 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.58 +0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.10 +0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.80 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0          
-2.91 -0.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.76 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.10 -0.28 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.36 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.90 -0.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.28 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.27 +0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.46 +1.62 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.81 +0.82 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.61 -0.53 -0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.85 -30.0 -30.0 -30.0 -30.0 -30.0 +0.50 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.76 -0.53 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.16 +1.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.96 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.49 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.09 +1.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.75 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.07 -0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.93 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.36 -0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.91 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.88 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.55 +0.57 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.55 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0          
-1.92 +0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.20 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.95 +0.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.85 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.39 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
