[Fe/H] err [C/Fe] err [N/Fe] err [Mg/Fe] err [Al/Fe] err [Ca/Fe] err [Ti/Fe] err [Mn/Fe] err [FeII/H] err [Ni/Fe] err [SrII/Fe] err [BaII/Fe] err [EuII/Fe] err [Na/Fe] err [Si/Fe] err [ScII/Fe] err [TiI/Fe] err [V/Fe] err [Cr/Fe] err [Co/Fe] err [Cu/Fe] err [Zn/Fe] err [YII/Fe] err [LaII/Fe] err [Pb/Fe] err [K/Fe] err [VII/Fe] err [Sr/Fe] err [ZrII/Fe] err [NdII/Fe] err [CeII/Fe] err [CaII/Fe] err [MnII/Fe] err [O/Fe] err [PrII/Fe] err [DyII/Fe] err [FeIII/H] err [CrII/Fe] err [SmII/Fe] err [GdII/Fe] err [Sc/Fe] err
-3.2 0.16 -0.43 -30.0 0.37 -30.0 0.18 0.09 -0.44 0.01 0.03 0.08 0.13 0.12 -0.65 0.01 0.07 0.12 -0.02 0.16 -1.79 0.06 -1.24 -30.0 -30.0 -30.0 1.23 0.0 0.18 -30.0 0.14 0.09 0.14 0.05 -30.0 -30.0 -0.52 0.1 0.29 0.1 0.8 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.29 0.2 -0.14 -30.0 -30.0 -30.0 0.84 0.2 0.29 0.09 0.29 0.11 -0.06 0.17 -0.66 0.04 0.02 0.19 0.45 -30.0 -2.28 0.17 -1.9 -30.0 -30.0 -30.0 -30.0 -30.0 0.66 0.23 0.22 0.16 0.04 0.06 -30.0 -30.0 -0.55 0.09 0.45 0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-4.09 0.17 0.66 -30.0 1.16 -30.0 0.44 0.14 -0.18 0.15 -0.57 -30.0 -0.14 0.17 -0.26 0.02 0.03 0.23 0.22 0.01 -1.66 0.0 -0.87 -30.0 1.53 -30.0 0.18 0.08 -1.01 -30.0 -0.05 -30.0 -30.0 -30.0 -30.0 -30.0 -0.38 0.07 1.0 0.21 -0.7 -30.0 -30.0 -30.0 0.29 0.0 -30.0 -30.0 -30.0 -30.0 1.14 -30.0 0.62 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.27 -30.0 0.23 0.13 -30.0 -30.0 -30.0 -30.0 1.57 0.0 0.13 0.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.56 0.13 0.83 -30.0 -30.0 -30.0 0.6 0.15 -0.08 0.28 0.36 0.12 0.09 0.07 -0.63 0.03 -0.04 0.24 -0.15 0.13 -0.58 -30.0 -0.67 -30.0 -30.0 -30.0 -0.26 0.05 0.4 -30.0 -0.07 0.2 -30.0 -30.0 -30.0 -30.0 -0.39 0.04 0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.31 0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.38 0.18 1.95 -30.0 1.7 -30.0 0.3 0.05 -30.0 -30.0 0.33 0.26 0.68 0.32 -0.4 0.19 0.03 0.23 0.76 -30.0 -30.0 -30.0 1.23 0.17 -30.0 -30.0 0.03 0.23 0.74 0.26 0.18 0.1 0.31 0.19 -30.0 -30.0 -0.3 0.19 1.53 -30.0 -30.0 -30.0 -30.0 -30.0 0.37 0.03 -30.0 -30.0 2.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.7 0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.65 0.14 0.66 -30.0 -30.0 -30.0 0.42 0.11 -0.27 0.14 0.42 0.18 0.36 0.16 -0.87 -30.0 0.07 0.17 -0.18 0.18 -0.04 0.04 -0.15 -30.0 -30.0 -30.0 -30.0 -30.0 0.01 -30.0 0.1 0.07 0.83 0.38 -30.0 -30.0 -0.42 0.11 0.1 0.1 -30.0 -30.0 0.51 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.97 0.11 1.84 -30.0 1.09 -30.0 0.43 0.12 -0.34 -30.0 0.44 0.1 0.4 0.12 -0.6 0.05 0.09 0.09 -0.23 0.01 0.31 -30.0 1.31 0.08 -30.0 -30.0 0.62 0.01 0.39 -30.0 0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -0.28 0.03 0.82 0.33 -30.0 -30.0 -30.0 -30.0 0.48 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.46 -30.0 -0.41 0.11 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.11 0.14 1.52 -30.0 -30.0 -30.0 0.71 0.16 -30.0 -30.0 -30.0 -30.0 0.56 -30.0 -30.0 -30.0 0.1 0.11 -30.0 -30.0 -30.0 -30.0 1.79 0.14 -30.0 -30.0 0.69 0.02 1.27 -30.0 -30.0 -30.0 0.45 -30.0 -30.0 -30.0 -0.2 0.14 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.5 0.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.38 0.12 0.14 -30.0 -30.0 -30.0 0.21 0.22 -0.45 -30.0 0.25 0.19 0.35 0.1 -0.68 0.09 0.09 0.17 -0.15 0.01 0.09 -30.0 -0.16 -30.0 -30.0 -30.0 -0.22 0.08 -0.02 -30.0 0.11 0.07 0.43 0.12 -30.0 -30.0 -0.07 0.14 0.09 0.1 -1.0 -30.0 -30.0 -30.0 -0.08 0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.35 -30.0 -0.28 0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.32 0.15 2.14 -30.0 2.84 -30.0 0.3 0.08 -0.16 -30.0 0.39 0.26 0.22 0.12 -0.6 0.19 0.2 0.44 0.07 0.11 -0.32 -30.0 -0.19 -30.0 -30.0 -30.0 0.17 0.03 0.45 -30.0 0.07 -30.0 -30.0 -30.0 -30.0 -30.0 -0.22 0.12 0.74 0.12 -30.0 -30.0 -30.0 -30.0 -0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.46 -30.0 -0.2 0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.38 0.13 -0.01 -30.0 -30.0 -30.0 0.36 0.08 -0.46 -30.0 -0.29 0.11 -0.4 0.12 -0.42 0.12 -0.12 0.15 0.06 0.1 -2.09 -30.0 -1.72 0.14 -30.0 -30.0 -0.18 0.11 0.1 0.11 -0.12 0.09 -0.28 0.07 -30.0 -30.0 -0.45 0.09 -0.26 -30.0 -30.0 -30.0 -0.24 0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.14 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.85 0.11 -30.0 -30.0 -30.0 -30.0 0.45 0.1 -0.14 0.12 0.25 0.06 0.11 0.16 -0.81 0.15 -0.08 0.14 -0.24 -30.0 -0.62 0.01 -0.49 -30.0 1.1 -30.0 -30.0 -30.0 0.21 -30.0 -0.09 0.02 0.36 0.14 -30.0 -30.0 -0.4 0.12 0.14 0.33 -30.0 -30.0 0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.91 0.16 1.98 -30.0 2.23 -30.0 0.64 0.11 0.28 -30.0 0.55 0.06 0.96 0.28 -0.05 0.17 0.17 0.24 -30.0 -30.0 1.02 -30.0 1.93 0.18 0.93 0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.28 0.08 -30.0 -30.0 -0.08 -30.0 0.1 -30.0 -30.0 -30.0 -30.0 -30.0 0.95 0.16 1.67 0.16 2.61 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.68 0.08 1.89 0.38 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.0 0.1 -30.0 -30.0 -30.0 -30.0 0.32 0.11 -0.24 0.09 0.19 0.02 0.17 0.1 -0.63 0.06 0.05 0.16 0.01 -30.0 -0.53 0.05 -0.53 -30.0 1.2 0.06 -30.0 -30.0 0.24 -30.0 0.02 0.05 0.47 0.08 -30.0 -30.0 -0.35 0.03 0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.42 0.27 1.6 -30.0 -30.0 -30.0 0.4 0.21 -30.0 -30.0 0.31 0.17 0.49 0.25 -30.0 -30.0 -0.18 0.16 -30.0 -30.0 -30.0 -30.0 2.03 0.09 2.01 -30.0 0.17 0.04 -30.0 -30.0 -30.0 -30.0 0.12 0.13 -30.0 -30.0 -0.19 0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.73 0.32 1.88 0.14 -30.0 -30.0 0.48 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 2.0 0.24 1.95 0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.3 0.15 1.79 0.2 1.62 0.3 0.38 0.1 -0.18 -30.0 0.43 0.18 0.52 0.13 -0.63 0.06 -30.0 -30.0 0.04 0.1 0.74 0.02 2.34 0.07 1.96 0.1 -30.0 -30.0 0.67 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.36 0.02 0.19 0.2 -30.0 -30.0 -30.0 -30.0 0.81 0.12 2.26 0.2 3.15 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.45 0.18 2.22 0.13 2.26 0.2 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 2.44 0.21 2.16 0.3 -30.0 -30.0 -30.0 -30.0 1.97 0.11 2.22 0.1 0.69 0.23
-2.59 0.2 1.7 -30.0 -30.0 -30.0 0.55 0.04 -30.0 -30.0 0.69 0.21 0.82 0.29 -30.0 -30.0 0.02 0.3 -30.0 -30.0 -30.0 -30.0 1.92 0.16 1.65 -30.0 0.31 0.15 1.7 0.3 0.53 -30.0 0.73 0.14 -30.0 -30.0 -0.38 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.78 0.15 1.65 0.17 -30.0 -30.0 1.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.89 0.18 1.74 0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.66 0.19 1.78 -30.0 1.48 -30.0 0.66 0.15 0.28 -30.0 0.11 0.1 0.24 0.29 -0.11 0.03 -0.03 0.14 -30.0 -30.0 0.55 -30.0 1.73 0.17 0.75 0.14 0.79 0.12 -30.0 -30.0 -30.0 -30.0 0.42 0.25 -30.0 -30.0 -0.39 0.18 -0.12 -30.0 -30.0 -30.0 -30.0 -30.0 0.91 0.22 1.43 0.1 2.56 -30.0 0.3 -30.0 -30.0 -30.0 -30.0 -30.0 1.84 0.39 1.54 0.03 1.93 0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 2.47 -30.0 -30.0 -30.0 -30.0 -30.0
-2.63 0.14 0.1 -30.0 -30.0 -30.0 0.49 0.1 0.43 -30.0 0.38 0.09 0.18 0.12 -0.53 0.11 -0.06 0.12 -0.47 0.02 -0.19 -30.0 -0.5 0.02 0.27 -30.0 0.65 0.03 0.61 -30.0 0.05 0.07 0.25 0.08 -30.0 -30.0 -0.34 0.12 0.1 0.13 -30.0 -30.0 0.26 0.1 -0.44 0.11 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.07 0.3 0.38 0.05 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.3 0.18 0.34 -30.0 -30.0 -30.0 0.41 0.14 -0.29 -30.0 0.19 0.03 0.14 0.17 -0.54 0.04 0.09 0.15 -0.32 -30.0 -0.45 0.2 -1.43 -30.0 1.26 0.09 0.21 0.28 0.23 0.02 0.15 0.05 0.11 0.38 -30.0 -30.0 -0.55 0.12 0.47 0.15 -30.0 -30.0 1.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.98 0.15 1.0 -30.0 -30.0 -30.0 0.36 0.17 -0.33 -30.0 0.51 0.24 0.34 0.12 -0.6 -30.0 -0.1 0.11 -0.35 -30.0 -0.48 0.18 -0.24 -30.0 1.39 -30.0 -0.19 0.12 0.28 0.49 0.07 0.19 0.99 0.0 -30.0 -30.0 -0.19 0.17 0.37 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 2.41 0.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.47 0.19 -30.0 -30.0 -30.0 -30.0 0.46 0.22 -0.21 -30.0 0.28 0.27 0.04 0.08 -30.0 -30.0 -0.19 0.07 -30.0 -30.0 -0.42 0.07 0.36 0.21 -30.0 -30.0 -30.0 -30.0 -0.15 -30.0 -0.14 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.58 0.12 -30.0 -30.0 -30.0 -30.0 0.41 0.11 0.09 0.09 0.25 0.06 0.24 0.04 -0.51 0.03 -0.02 0.15 0.03 -30.0 -0.14 0.02 -0.21 -30.0 1.37 -30.0 -30.0 -30.0 0.01 -30.0 0.04 0.07 0.64 0.04 -30.0 -30.0 -0.22 0.08 0.36 0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.01 0.14 -30.0 -30.0 -30.0 -30.0 0.28 0.09 -0.5 -30.0 0.1 0.12 0.31 0.14 -1.51 0.03 -0.04 0.14 -30.0 -30.0 -1.53 0.06 -0.66 0.13 1.94 -30.0 0.14 0.04 0.19 0.34 -0.41 0.08 0.31 0.09 -30.0 -30.0 -0.45 0.13 0.68 0.51 -30.0 -30.0 0.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.37 0.19 0.18 -30.0 -30.0 -30.0 0.06 0.12 0.42 0.14 0.31 0.02 0.37 0.12 -0.92 0.08 0.02 0.17 -0.28 -30.0 -0.18 0.14 -0.95 -30.0 1.06 0.0 0.81 0.01 0.49 -30.0 0.4 0.08 0.46 0.13 -30.0 -30.0 -0.57 0.01 0.41 0.1 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.23 0.24 1.14 -30.0 0.65 -30.0 0.64 0.19 -0.05 -30.0 0.49 0.15 0.28 0.1 -0.59 0.07 0.03 0.15 -0.62 0.21 0.52 -30.0 1.3 0.17 0.43 -30.0 -30.0 -30.0 0.6 -30.0 -30.0 -30.0 0.41 0.15 -30.0 -30.0 -0.17 -30.0 0.27 0.47 -30.0 -30.0 -30.0 -30.0 0.69 0.25 1.54 0.07 1.98 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.41 0.22 1.54 0.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.86 0.13 0.42 -30.0 -30.0 -30.0 0.46 0.07 -0.33 -30.0 0.31 0.11 0.29 0.1 -0.8 0.09 -0.01 0.14 -0.05 0.06 0.2 -30.0 -0.89 -30.0 -30.0 -30.0 0.21 0.01 0.55 0.19 0.12 0.21 0.26 0.07 -30.0 -30.0 -0.31 0.11 0.27 0.28 -1.12 -30.0 0.4 0.06 -0.08 0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.06 0.19 -30.0 -30.0 0.39 0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.49 0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.04 0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.35 0.22 0.22 -30.0 -30.0 -30.0 0.38 0.09 -0.27 -30.0 0.24 0.1 0.32 0.15 -0.46 0.08 -0.05 0.17 -0.1 0.15 -0.1 -30.0 -0.05 0.01 0.59 0.11 -0.02 0.03 0.21 -30.0 0.1 0.09 0.22 0.11 0.05 -30.0 -0.25 0.11 0.11 0.16 -0.17 -30.0 0.11 0.05 -0.23 0.14 0.24 -30.0 -30.0 -30.0 -30.0 -30.0 0.04 0.02 -30.0 -30.0 0.26 0.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.59 0.08 -30.0 -30.0 -30.0 -30.0 0.44 0.11 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.95 0.18 -0.35 -30.0 -30.0 -30.0 0.22 0.02 -0.33 -30.0 -0.05 0.08 0.2 0.13 -0.74 0.2 0.01 0.12 -0.18 0.11 -2.15 0.09 -1.92 -30.0 -0.23 -30.0 -30.0 -30.0 0.24 -30.0 0.18 0.1 0.0 0.1 -0.21 -30.0 -0.45 0.25 0.12 0.17 -30.0 -30.0 0.14 -30.0 -30.0 -30.0 -30.0 -30.0 1.46 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.13 -30.0 -30.0 -30.0 0.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.91 0.1 1.76 -30.0 -30.0 -30.0 0.55 0.13 0.37 -30.0 0.36 0.19 0.38 0.13 -0.1 0.13 0.13 0.21 -30.0 -30.0 0.73 -30.0 1.75 0.11 -30.0 -30.0 1.03 0.15 1.47 0.38 0.39 0.2 0.41 0.13 -30.0 -30.0 -0.11 0.08 -30.0 -30.0 -30.0 -30.0 0.34 -30.0 0.85 0.15 1.59 0.12 -30.0 -30.0 0.61 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.39 0.12 1.67 0.17 -30.0 -30.0 -30.0 -30.0 1.45 0.24 2.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.28 0.12 0.57 -30.0 -30.0 -30.0 0.64 0.05 -0.12 -30.0 0.51 0.12 0.28 0.11 -0.89 0.01 -0.05 0.14 -0.05 0.04 -0.1 -30.0 -0.49 -30.0 -30.0 -30.0 -0.14 0.04 0.78 -30.0 0.3 0.08 0.41 0.1 -30.0 -30.0 -0.42 0.12 0.26 0.06 -1.08 0.21 -30.0 -30.0 -0.17 0.1 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.09 0.09 -30.0 -30.0 0.3 -30.0 -30.0 -30.0 -30.0 -30.0 0.53 -30.0 -0.56 0.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.09 0.19 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.93 0.15 1.01 -30.0 2.2 0.3 1.39 0.13 0.41 -30.0 0.29 0.03 0.31 0.05 -0.97 0.03 0.07 0.15 -0.29 0.03 0.25 0.02 -0.77 -30.0 0.76 -30.0 1.76 0.15 0.55 -30.0 0.16 -30.0 0.44 -30.0 -30.0 -30.0 -0.53 0.14 0.44 0.18 -0.89 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.08 0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.02 -30.0 -0.48 0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.08 0.16 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.88 0.17 0.39 -30.0 -30.0 -30.0 0.45 0.05 -0.23 -30.0 0.33 0.15 0.31 0.12 -0.66 0.18 -0.01 0.18 -0.16 -30.0 0.11 0.15 -0.74 0.1 0.27 -30.0 0.94 0.12 0.69 0.01 0.17 0.1 0.28 0.11 -30.0 -30.0 -0.39 0.24 0.08 0.3 0.08 -30.0 0.47 0.09 -0.08 0.07 -30.0 -30.0 -30.0 -30.0 0.72 -30.0 -0.3 0.01 -30.0 -30.0 0.24 0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.97 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.53 0.13 -30.0 -30.0 -30.0 -30.0 0.31 0.1 -0.25 0.12 0.3 0.1 0.42 0.18 -0.59 0.03 0.08 0.27 -0.17 -30.0 -0.07 0.1 -0.46 -30.0 1.64 -30.0 -30.0 -30.0 0.07 -30.0 0.38 0.04 0.61 0.21 -30.0 -30.0 -0.25 0.08 0.55 0.07 -30.0 -30.0 0.63 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.68 0.13 1.05 -30.0 1.1 -30.0 0.15 0.03 -0.37 0.09 0.15 0.1 0.5 0.1 -0.01 0.03 0.01 0.13 0.31 0.06 -0.38 0.1 -0.42 0.12 -30.0 -30.0 -0.41 0.17 -0.35 -30.0 -0.23 0.12 0.69 -30.0 -30.0 -30.0 0.08 0.03 0.3 0.19 -0.66 -30.0 0.9 0.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.34 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.46 0.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
