[Fe/H] err [C/Fe] err [N/Fe] err [Mg/Fe] err [Al/Fe] err [Ca/Fe] err [Ti/Fe] err [Mn/Fe] err [FeII/H] err [Ni/Fe] err [SrII/Fe] err [BaII/Fe] err [EuII/Fe] err [Na/Fe] err [Si/Fe] err [ScII/Fe] err [TiI/Fe] err [V/Fe] err [Cr/Fe] err [Co/Fe] err [Cu/Fe] err [Zn/Fe] err [YII/Fe] err [LaII/Fe] err [Pb/Fe] err [K/Fe] err [VII/Fe] err [Sr/Fe] err [ZrII/Fe] err [NdII/Fe] err [CeII/Fe] err [CaII/Fe] err [MnII/Fe] err [O/Fe] err [PrII/Fe] err [DyII/Fe] err [FeIII/H] err [CrII/Fe] err [SmII/Fe] err [GdII/Fe] err [Sc/Fe] err
-2.68 0.22 2.25 -30.0 1.6 -30.0 1.04 0.18 0.34 -30.0 0.23 0.17 0.11 0.13 -0.21 0.14 -0.23 0.19 -30.0 -30.0 1.68 -30.0 2.53 0.24 1.18 0.13 1.53 0.09 -30.0 -30.0 -30.0 -30.0 0.39 0.19 -30.0 -30.0 -0.23 0.04 0.15 -30.0 -30.0 -30.0 -30.0 -30.0 1.4 0.29 1.93 0.14 2.28 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 2.01 0.18 2.3 0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.35 0.15 -0.09 -30.0 0.72 -30.0 0.42 0.07 -0.21 0.02 0.5 0.12 0.32 0.09 -1.01 0.09 0.17 0.19 -0.26 0.22 -1.83 -30.0 -1.23 -30.0 -30.0 -30.0 0.39 0.07 0.52 -30.0 0.32 0.04 0.27 0.1 -30.0 -30.0 -0.48 0.15 0.24 0.15 -0.96 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.76 -30.0 -0.42 0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.23 0.2 0.15 -30.0 0.5 -30.0 0.04 0.14 -0.51 -30.0 -0.26 0.13 0.0 0.13 -0.11 0.06 0.08 0.13 -0.11 0.24 -2.02 -30.0 -1.56 0.1 -0.28 -30.0 -0.13 0.1 -30.0 -30.0 -0.01 0.14 -0.22 0.09 -0.43 -30.0 -0.26 0.08 0.32 0.2 -0.54 -30.0 -0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.05 0.19 0.78 -30.0 -30.0 -30.0 0.18 0.07 -0.43 -30.0 0.21 0.33 0.12 0.17 -0.56 0.02 0.07 0.18 0.09 -30.0 -0.23 0.02 -0.75 -30.0 0.84 -30.0 -0.04 0.05 0.36 -30.0 0.05 -30.0 -30.0 -30.0 -30.0 -30.0 -0.34 0.05 0.57 0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.99 0.18 -30.0 -30.0 -30.0 -30.0 0.52 0.05 -0.26 -30.0 0.46 0.11 0.14 0.12 -0.6 0.01 0.04 0.22 -0.12 -30.0 -0.38 0.02 -0.29 -30.0 1.52 -30.0 -30.0 -30.0 0.1 -30.0 0.01 0.19 -30.0 -30.0 -30.0 -30.0 -0.4 0.12 0.45 0.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.08 0.19 0.35 -30.0 -30.0 -30.0 0.35 0.18 -0.27 -30.0 0.03 0.28 0.15 0.14 -0.72 0.14 -0.11 0.13 0.42 0.35 -1.6 0.34 -1.25 -30.0 1.1 -30.0 -0.25 0.21 0.53 0.08 0.01 0.21 -30.0 -30.0 -30.0 -30.0 -0.6 0.08 0.31 0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.84 0.12 -0.57 -30.0 -30.0 -30.0 0.25 0.06 -0.41 -30.0 0.18 0.08 0.25 0.09 -0.9 0.03 0.09 0.1 -0.2 0.07 0.13 -30.0 -0.64 0.03 0.09 0.12 0.04 0.16 0.15 -30.0 0.01 0.07 0.22 0.07 -30.0 -30.0 -0.26 0.13 0.06 0.14 -1.24 0.08 0.27 0.0 -0.16 0.06 0.01 -30.0 -30.0 -30.0 -30.0 -30.0 -0.14 0.03 -30.0 -30.0 0.04 0.2 -0.04 -30.0 -30.0 -30.0 0.77 -30.0 -0.46 0.23 -30.0 -30.0 -30.0 -30.0 -0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.56 0.13 0.17 -30.0 -1.12 -30.0 0.24 0.16 -0.55 -30.0 0.27 0.14 0.21 0.1 -0.63 0.14 0.02 0.18 -0.14 0.06 -1.31 -30.0 -1.61 -30.0 -30.0 -30.0 -0.4 0.14 0.24 -30.0 0.29 0.08 0.19 0.13 0.19 0.02 -0.2 0.19 0.31 0.2 -0.9 0.04 0.05 -30.0 -0.88 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.66 -30.0 -0.4 0.1 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.29 0.14 -30.0 -30.0 -30.0 -30.0 0.34 0.18 -0.06 0.14 0.15 0.11 0.36 0.11 -0.73 0.16 -0.06 0.18 -0.16 -30.0 0.15 0.05 0.06 -30.0 1.28 -30.0 -30.0 -30.0 0.17 -30.0 0.15 0.05 0.32 0.14 -30.0 -30.0 -0.28 0.08 0.39 0.28 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.43 0.12 -30.0 -30.0 -30.0 -30.0 0.4 0.22 -0.24 0.05 0.21 0.09 0.5 0.11 -0.68 0.03 0.08 0.16 -0.02 -30.0 0.31 0.05 -0.1 -30.0 1.47 -30.0 -30.0 -30.0 -0.01 -30.0 0.31 0.02 0.59 0.13 -30.0 -30.0 -0.3 0.03 0.36 0.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.67 0.2 -0.06 -30.0 -30.0 -30.0 -0.24 0.12 -0.84 -30.0 -0.15 0.1 -0.17 0.15 -0.96 0.1 -0.09 0.13 -0.64 0.14 -0.83 0.12 -0.94 0.1 -0.37 -30.0 -0.75 0.01 0.07 0.15 -0.56 0.1 -0.14 0.11 -30.0 -30.0 -0.44 0.28 -0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -0.69 -30.0 -0.55 -30.0 -30.0 -30.0 0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.73 0.16 0.5 -30.0 1.2 -30.0 0.34 0.12 -0.18 0.09 0.12 0.1 0.26 0.07 -0.83 0.0 0.12 0.11 0.01 0.01 -1.32 0.07 -0.78 -30.0 -30.0 -30.0 0.38 0.08 0.39 0.05 0.18 0.14 0.35 0.07 -30.0 -30.0 -0.49 0.16 0.57 0.16 -0.96 0.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.32 0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.05 0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.51 0.16 2.22 -30.0 1.25 -30.0 1.38 0.11 0.49 -30.0 0.53 0.14 0.47 0.12 -0.54 0.01 -0.08 0.07 -0.27 0.12 -0.03 -30.0 0.19 0.01 2.1 -30.0 1.02 0.11 0.56 -30.0 -30.0 -30.0 0.75 -30.0 -30.0 -30.0 -0.32 0.09 0.23 -30.0 -0.7 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 2.76 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.13 -30.0 -0.53 -30.0 2.14 0.25 -30.0 -30.0 -30.0 -30.0 0.47 0.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.81 0.29 1.58 -30.0 2.43 -30.0 0.47 0.16 -0.1 -30.0 0.57 -30.0 0.32 0.09 -0.15 0.17 -0.08 0.36 -30.0 -30.0 0.3 -30.0 1.55 0.19 0.82 -30.0 0.75 0.11 -30.0 -30.0 -30.0 -30.0 0.42 0.31 -30.0 -30.0 -0.25 0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.21 0.01 1.14 0.15 2.21 -30.0 0.66 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.61 0.25 1.37 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.2 0.16 0.97 -30.0 -30.0 -30.0 0.28 0.09 -30.0 -30.0 0.15 0.16 0.34 0.13 -0.24 0.28 0.03 0.17 0.09 0.06 -30.0 -30.0 1.24 0.1 0.23 -30.0 0.83 0.05 0.36 0.17 0.09 0.05 0.25 0.1 -30.0 -30.0 -0.13 0.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.21 0.25 0.83 0.17 -30.0 -30.0 0.37 -30.0 -30.0 -30.0 -30.0 -30.0 1.45 -30.0 0.72 0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.1 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.0 0.14 0.97 -30.0 -30.0 -30.0 0.44 0.09 -30.0 -30.0 0.38 0.17 0.39 -30.0 -30.0 -30.0 -0.11 0.1 -30.0 -30.0 -30.0 -30.0 1.31 0.03 -30.0 -30.0 -0.11 0.25 0.35 -30.0 -0.09 0.22 0.1 -30.0 -30.0 -30.0 -0.21 0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.84 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.13 0.1 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.82 0.11 1.09 -30.0 -30.0 -30.0 0.28 0.12 -0.15 0.17 0.36 0.11 0.31 0.07 -0.59 0.05 0.0 0.15 -0.07 0.06 -0.03 -30.0 -0.55 -30.0 -30.0 -30.0 -0.26 0.03 -0.06 -30.0 0.3 0.06 0.57 0.11 -30.0 -30.0 -0.27 0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.61 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.13 -30.0 -0.45 0.14 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.28 0.17 0.89 -30.0 -30.0 -30.0 0.43 0.07 -0.15 0.17 0.24 0.06 0.44 0.08 -0.55 0.01 0.11 0.16 -0.06 -30.0 -0.03 0.01 -0.04 0.01 1.1 -30.0 -0.07 0.11 -0.32 -30.0 0.32 0.12 0.47 0.17 0.9 -30.0 -0.15 0.12 0.31 0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.8 0.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.21 0.25 2.28 -30.0 2.43 -30.0 0.36 0.04 -30.0 -30.0 0.29 -30.0 0.54 0.49 -30.0 -30.0 0.02 0.09 -30.0 -30.0 -0.28 -30.0 -0.44 0.06 1.42 -30.0 1.31 0.01 -30.0 -30.0 -30.0 -30.0 0.43 0.13 -30.0 -30.0 -0.75 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.2 -30.0 1.12 0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.29 0.39 2.03 0.65 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.91 0.16 1.82 -30.0 -30.0 -30.0 0.49 0.2 0.28 -30.0 0.47 0.04 0.0 -30.0 -0.3 -30.0 -0.02 0.09 -30.0 -30.0 0.06 -30.0 1.53 0.15 0.7 -30.0 0.24 0.16 -30.0 -30.0 -0.01 -30.0 0.39 0.07 -30.0 -30.0 -0.1 0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.26 0.13 1.21 0.2 -30.0 -30.0 0.6 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.34 0.15 1.51 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.83 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.91 0.11 0.42 -30.0 1.43 -30.0 0.32 0.16 -0.48 -30.0 0.11 0.09 0.39 0.08 -0.04 0.12 0.03 0.13 0.17 0.08 0.35 0.18 0.9 0.12 1.55 0.03 0.11 0.04 0.25 -30.0 -0.02 0.17 0.36 0.1 -30.0 -30.0 -0.09 0.1 0.35 0.21 -0.99 -30.0 0.75 0.01 0.34 0.07 0.97 0.06 -30.0 -30.0 -30.0 -30.0 0.09 0.04 -30.0 -30.0 0.61 0.17 1.04 0.09 0.94 0.15 -30.0 -30.0 0.03 0.03 -30.0 -30.0 1.42 -30.0 1.61 0.17 0.32 0.2 0.24 0.04 1.33 0.1 1.4 0.21 -30.0 -30.0
-2.85 0.15 1.66 -30.0 -30.0 -30.0 0.32 0.19 -0.33 0.11 0.15 0.17 0.25 0.17 -0.1 0.23 0.1 0.26 0.1 0.05 0.38 0.11 0.29 -30.0 -30.0 -30.0 -30.0 -30.0 0.09 -30.0 0.12 -30.0 -30.0 -30.0 -30.0 -30.0 -0.05 0.11 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.9 0.18 0.17 -30.0 -30.0 -30.0 0.48 0.18 0.0 -30.0 0.29 0.15 0.3 0.11 -0.79 0.07 -0.07 0.15 -0.49 0.01 -0.41 0.02 -0.99 -30.0 0.14 -30.0 0.1 0.1 0.4 0.01 0.24 0.15 0.14 0.06 -30.0 -30.0 -0.54 0.18 0.23 0.19 -30.0 -30.0 -30.0 -30.0 -0.51 0.16 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.49 0.14 1.13 -30.0 0.61 -30.0 0.34 0.1 -0.22 -30.0 0.27 0.13 0.15 0.06 -0.86 0.02 -0.12 0.11 -0.03 0.06 -1.53 -30.0 -0.74 -30.0 -30.0 -30.0 -0.26 0.07 0.48 -30.0 0.19 -30.0 -30.0 -30.0 -30.0 -30.0 -0.52 0.07 0.39 0.08 -0.69 0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.14 -30.0 -0.63 0.16 1.49 0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.38 0.16 0.35 -30.0 -30.0 -30.0 0.01 0.08 -0.5 -30.0 -0.19 0.13 0.03 0.07 -0.62 0.02 0.06 0.08 0.49 -30.0 -1.02 0.04 -1.32 -30.0 -30.0 -30.0 -0.33 0.01 0.05 -30.0 -0.01 0.03 -30.0 -30.0 -30.0 -30.0 -0.52 0.11 0.41 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.66 0.14 -30.0 -30.0 -30.0 -30.0 0.41 0.05 -0.1 0.03 0.29 0.12 0.28 0.05 -0.55 0.14 0.04 0.14 -0.05 -30.0 -0.66 0.04 -0.69 -30.0 1.43 -30.0 -30.0 -30.0 -0.17 -30.0 0.05 0.02 0.65 -30.0 -30.0 -30.0 -0.21 0.07 0.36 0.07 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.01 0.13 1.32 -30.0 -30.0 -30.0 0.45 0.09 -0.23 -30.0 0.15 0.21 0.19 0.12 -0.55 0.11 0.13 0.15 -0.05 0.02 0.13 0.12 -0.02 -30.0 1.46 -30.0 -30.0 -30.0 0.3 -30.0 0.15 0.02 0.3 0.05 -30.0 -30.0 -0.27 0.15 0.49 0.23 -30.0 -30.0 -30.0 -30.0 0.78 -30.0 1.37 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.39 0.1 -30.0 -30.0 -30.0 -30.0 0.31 0.05 -0.07 0.08 0.19 0.19 0.42 0.12 -0.58 0.11 0.01 0.09 0.06 -30.0 -0.28 0.15 -0.1 -30.0 2.08 -30.0 -30.0 -30.0 -0.05 -30.0 -0.04 -30.0 -30.0 -30.0 -30.0 -30.0 -0.21 0.22 0.78 0.54 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.48 0.18 0.15 -30.0 -30.0 -30.0 0.42 0.06 -0.02 0.17 0.36 0.18 0.26 0.11 -0.88 0.04 0.2 0.19 -0.19 0.0 -1.13 0.16 -0.62 -30.0 1.39 -30.0 -0.22 0.08 0.41 0.23 0.0 0.14 0.62 0.09 0.69 -30.0 -0.52 0.12 0.48 0.18 -30.0 -30.0 0.94 0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-1.96 0.16 1.0 -30.0 0.28 -30.0 0.41 0.16 -0.29 -30.0 0.33 0.14 0.29 0.12 -0.54 0.06 -0.11 0.14 -0.04 0.41 0.17 -30.0 0.89 0.04 0.47 0.01 -0.03 0.14 0.34 -30.0 0.07 0.13 0.24 0.12 -30.0 -30.0 -0.13 0.17 -30.0 -30.0 -30.0 -30.0 0.3 0.22 0.16 0.02 0.83 0.1 -30.0 -30.0 -30.0 -30.0 -0.21 0.02 -30.0 -30.0 -30.0 -30.0 1.05 0.08 1.11 0.15 -30.0 -30.0 -0.38 0.16 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.37 0.21 -30.0 -30.0 0.97 -30.0 -30.0 -30.0 -30.0 -30.0
-3.48 0.14 -0.05 -30.0 -30.0 -30.0 0.57 0.17 -0.13 0.05 0.43 0.17 0.26 0.07 -0.98 0.02 0.13 0.13 -0.04 0.33 -1.88 0.08 -1.19 0.21 0.56 0.18 0.51 0.03 0.81 0.16 0.32 0.17 0.4 0.06 -30.0 -30.0 -0.52 0.13 0.24 0.11 -30.0 -30.0 0.55 -30.0 -0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.8 0.12 -0.29 -30.0 -30.0 -30.0 0.56 0.12 -0.16 0.04 0.32 0.16 0.08 0.08 -1.11 0.03 0.0 0.13 -0.15 0.33 -2.46 0.28 -1.69 -30.0 0.57 -30.0 0.48 0.13 0.38 -30.0 0.19 0.22 0.23 0.22 -30.0 -30.0 -0.59 0.15 0.21 0.17 -30.0 -30.0 0.91 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 1.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.8 0.24 0.52 -30.0 -30.0 -30.0 0.21 0.2 -0.49 -30.0 -0.01 0.08 0.17 0.11 -0.61 0.02 0.0 0.15 0.02 0.13 -1.37 0.11 -1.15 -30.0 -30.0 -30.0 -0.76 0.01 0.37 0.17 0.13 0.03 0.04 0.22 -30.0 -30.0 -0.5 0.16 0.5 0.19 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-3.02 0.17 1.99 -30.0 -30.0 -30.0 0.54 0.28 -30.0 -30.0 0.16 0.15 0.22 0.09 -0.61 0.21 0.02 0.09 -30.0 -30.0 0.18 -30.0 1.06 0.24 2.4 -30.0 0.48 0.2 -30.0 -30.0 -30.0 -30.0 0.38 0.24 -30.0 -30.0 -0.19 0.09 -30.0 -30.0 -30.0 -30.0 0.9 -30.0 -30.0 -30.0 -30.0 -30.0 3.17 -30.0 0.71 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.99 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
-2.14 0.33 1.71 -30.0 1.76 -30.0 0.16 0.02 -30.0 -30.0 -30.0 -30.0 0.38 -30.0 -30.0 -30.0 -0.26 0.35 -30.0 -30.0 -30.0 -30.0 -0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 0.24 0.04 -30.0 -30.0 -0.65 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0
