[Fe/H] err     [FeII/H] err    [C/Fe] err     [N/Fe] err      [O/Fe] err     [Na/Fe] err   [Mg/Fe] err   [Al/Fe] err   [Si/Fe] err     [K/Fe] err      [Ca/Fe] err    [Sc/Fe] err     [Ti/Fe] err     [TiII/Fe] err  [V/Fe] err      [VII/Fe] err      [Cr/Fe] err  [Mn/Fe] err     [Co/Fe] err       [Ni/Fe] err       [Cu/Fe] err    [Zn/Fe] err     [Sr/Fe] err    [Y/Fe] err       [Zr/Fe] err      [Ru/Fe] err     [Ba/Fe] err      [La/Fe] err        [Ce/Fe] err      [Pr/Fe] err     [Nd/Fe] err        [Sm/Fe] err       [Eu/Fe] err      [Gd/Fe] err        [Tb/Fe] err       [Dy/Fe] err         [Ho/Fe] err       [Er/Fe] err      [Yb/Fe] err       [Hf/Fe] err    [Ir/Fe] err [Pb/Fe] err
-1.70  0.15     -1.82  0.15     0.01  0.25    -0.46  0.36       0.42  0.15   -0.10  0.17    0.39  0.18   15555 -30.0     0.43  0.21     0.31  0.24      0.47  0.24     0.11  0.15      0.13  0.15      0.44  0.15    -0.23  0.24       0.30  0.25      -0.15  0.14   -0.47  0.14     -0.31  0.30       -0.02  0.17      -0.58  0.14      0.14  0.14      0.26  0.08    -0.19  0.15        0.35  0.16     31111 -30.0      0.20  0.15       0.09  0.15         0.10  0.16       0.37  0.16       0.27  0.15        0.31  0.15       0.33  0.17        0.48  0.16        37777 -30.0        0.34  0.15        39999 -30.0        0.34  0.17       0.21  0.23         0.59  0.18   44444 -30.0 880.45  0.00 
-2.80  0.15     -2.81  0.15     0.15  0.25    -0.45  0.36       0.56  0.21    0.08  0.30    0.63  0.18   -0.54  0.28     0.77  0.23    16666 -30.0      0.50  0.17    -0.04  0.15      0.18  0.14      0.27  0.14    -0.08  0.17       0.11  0.24      -0.22  0.14   -0.43  0.15     -0.22  0.24        0.04  0.19      26666 -30.0      0.29  0.14      0.44  0.15    -0.20  0.15        0.30  0.15     31111 -30.0     -0.50  0.15      -0.27  0.19        -0.22  0.23      33333 -30.0      -0.02  0.18       35555 -30.0      -0.13  0.16     3660.66 -30.0        37777 -30.0       -0.15  0.16        39999 -30.0     4110.09 -30.0      -0.27  0.18      4330.91 -30.0   44444 -30.0 881.19  0.00 
-1.98  0.17     -1.72  0.15    -0.53  0.25    -0.30  0.36       0.91  0.14   -0.18  0.17    0.44  0.18   15555 -30.0     0.56  0.21    16666 -30.0      0.39  0.27     0.11  0.17      0.03  0.24      0.38  0.17    -0.55  0.30      22222 -30.0      -0.18  0.24   -0.47  0.20     -0.35  0.29        0.05  0.17      -0.39  0.16      0.33  0.14     -0.02  0.08    -0.39  0.15        0.15  0.19     31111 -30.0     -0.22  0.15      -0.41  0.15        -0.43  0.15      -0.14  0.15      -0.13  0.14       -0.13  0.15      -0.10  0.25       -0.05  0.15        37777 -30.0       -0.00  0.15        39999 -30.0       -0.26  0.17      -0.52  0.27        -0.48  0.21   44444 -30.0  -0.37  0.19      
-1.87  0.21     -1.92  0.14    -0.09  0.25  1330.40 -30.0       0.41  0.20   14444 -30.0    0.45  0.24   -0.42  0.33     0.48  0.26     0.19  0.23      0.47  0.26     0.00  0.14      0.19  0.20      0.35  0.14    -0.07  0.22       0.12  0.23      -0.14  0.20   -0.38  0.21     -0.18  0.25        0.01  0.23      -0.95  0.30      0.11  0.20      0.20  0.15    -0.22  0.17        0.28  0.14     31111 -30.0     -0.08  0.14       0.03  0.19         0.24  0.30      33333 -30.0      -0.08  0.22     3550.41 -30.0       0.18  0.15     3660.70 -30.0        37777 -30.0        0.35  0.23        39999 -30.0        0.30  0.30       0.05  0.19      4331.12 -30.0   44444 -30.0 881.08  0.00 
-1.59  0.15     -1.73  0.15    -0.10  0.25  1330.24 -30.0      51111 -30.0   -0.26  0.18    0.24  0.16   -0.50  0.24     0.32  0.21     0.23  0.19      0.36  0.21     0.07  0.14      0.14  0.14      0.37  0.15    -0.20  0.19       0.15  0.23      -0.12  0.14   -0.49  0.14     -0.37  0.28       -0.03  0.17      -0.69  0.15      0.03  0.14      0.16  0.13    -0.20  0.15        0.29  0.15     31111 -30.0      0.08  0.14       0.17  0.15         0.10  0.17      33333 -30.0       0.34  0.15        0.34  0.17       0.51  0.16        0.61  0.18        37777 -30.0        0.50  0.17        39999 -30.0        0.50  0.17       0.35  0.20      4330.23 -30.0    0.72  0.26 880.54  0.00 
-3.29  0.15     -3.08  0.16    -0.64  0.25  1330.96 -30.0       0.86  0.18   14444 -30.0    0.63  0.16   -0.37  0.28    15555 -30.0    16666 -30.0      0.44  0.17    -0.04  0.15      0.04  0.14      0.26  0.15    -0.35  0.17      -0.07  0.24      -0.34  0.14   -0.53  0.14     -0.24  0.27        0.04  0.18      26666 -30.0      0.45  0.14      0.17  0.17    -0.44  0.16        0.08  0.15     31111 -30.0     -1.05  0.15      -0.93  0.29      -320.98 -30.0      33333 -30.0      -0.84  0.19     -350.21 -30.0      -0.72  0.18     3660.00 -30.0        37777 -30.0     -380.75 -30.0        39999 -30.0     -410.35 -30.0      -1.05  0.31      4330.56 -30.0   44444 -30.0 881.05  0.00 
-1.76  0.21     -1.81  0.14    -0.04  0.25  1330.49 -30.0       0.44  0.20    0.09  0.22    0.43  0.24   -0.30  0.34     0.48  0.26     0.46  0.23      0.46  0.25     0.11  0.13      0.21  0.20      0.39  0.14    -0.04  0.22       0.25  0.23      -0.15  0.20   -0.36  0.21     -0.25  0.24        0.04  0.23      -0.50  0.23      0.15  0.20      0.38  0.15     0.06  0.15        0.49  0.14     31111 -30.0      0.33  0.13       0.20  0.18         0.29  0.19    3331.29 -30.0       0.05  0.19     3550.35 -30.0       0.13  0.16     3660.75 -30.0        37777 -30.0        0.25  0.16        39999 -30.0     4110.76 -30.0      -0.12  0.21      4331.15 -30.0 4441.63 -30.0 881.18  0.00 
-2.61  0.17     -2.60  0.15  1220.92 -30.0  1332.27 -30.0       0.40  0.16    0.61  0.22    0.51  0.17   -0.55  0.22     0.21  0.31     0.23  0.22      0.48  0.19     0.22  0.15      0.49  0.17      0.40  0.15  1990.37 -30.0       0.34  0.24      -0.02  0.17   -0.25  0.17      0.14  0.20        0.17  0.20      26666 -30.0      0.31  0.20      0.34  0.25    -0.13  0.18        0.27  0.17     31111 -30.0     -0.39  0.15       0.21  0.25      3220.35 -30.0    3331.18 -30.0      34444 -30.0     3550.96 -30.0       0.42  0.20     3661.05 -30.0      3771.58 -30.0        0.50  0.28        39999 -30.0     4111.06 -30.0       0.21  0.21      4331.70 -30.0   44444 -30.0 882.10  0.00 
-2.62  0.15     -2.60  0.15    -0.02  0.25  1330.37 -30.0       0.66  0.18   14444 -30.0    0.49  0.16   -0.60  0.30     0.59  0.23     0.25  0.18      0.48  0.17    -0.05  0.15      0.17  0.14      0.27  0.15    -0.05  0.17       0.17  0.24      -0.20  0.14   -0.40  0.15     -0.14  0.20        0.07  0.19      -0.39  0.18      0.29  0.14      0.15  0.23    -0.40  0.16        0.13  0.15     31111 -30.0     -0.16  0.15       0.12  0.17        -0.05  0.22       0.55  0.17       0.14  0.18        0.36  0.20       0.30  0.16        0.61  0.26      3771.02 -30.0        0.47  0.17        39999 -30.0        0.43  0.19       0.15  0.18      4331.14 -30.0 4441.24 -30.0 881.20  0.00 
-1.94  0.17     -1.93  0.15    -0.42  0.25  1331.80 -30.0      -0.18  0.17   -0.45  0.24    0.18  0.17   -0.77  0.26     0.43  0.25    -0.03  0.20      0.28  0.19    -0.06  0.14      0.17  0.17      0.16  0.15    -0.08  0.19       0.07  0.23      -0.16  0.16   -0.36  0.16     -0.20  0.20       -0.03  0.20      26666 -30.0     -0.04  0.17      0.53  0.23    -0.36  0.16        0.10  0.15     31111 -30.0      0.17  0.16       0.24  0.15         0.18  0.17       0.41  0.19       0.29  0.17        0.28  0.16       0.45  0.16        0.58  0.19        37777 -30.0        0.61  0.16        39999 -30.0        0.52  0.18       0.35  0.25      4330.48 -30.0   44444 -30.0 881.49  0.00 
-1.97  0.20     -1.79  0.14    -0.19  0.25  1331.33 -30.0       0.37  0.20   14444 -30.0    0.23  0.27   15555 -30.0     0.14  0.29     0.14  0.23      0.38  0.23    -0.04  0.14      0.21  0.20      0.25  0.14    -0.05  0.22       0.12  0.23      -0.14  0.21   -0.29  0.21     -0.16  0.22       -0.01  0.23    2660.11 -30.0      0.04  0.21      0.09  0.20    -0.27  0.19        0.20  0.16     31111 -30.0     -0.16  0.14      -0.01  0.22      3220.45 -30.0    3331.32 -30.0    3440.26 -30.0     3550.77 -30.0       0.03  0.25     3661.11 -30.0      3772.13 -30.0        0.07  0.21        39999 -30.0       41111 -30.0      42222 -30.0      4331.78 -30.0   44444 -30.0 881.80  0.00 
-2.97  0.15     -2.93  0.15    -0.45  0.25     0.60  0.36    5110.63 -30.0   14444 -30.0    0.51  0.17   -0.44  0.26     0.62  0.23     0.30  0.18      0.35  0.17    -0.07  0.14      0.06  0.14      0.19  0.15    -0.17  0.17       0.04  0.23      -0.31  0.14   -0.38  0.14     -0.17  0.24        0.16  0.18    -260.94 -30.0      0.29  0.14     -0.19  0.18    -0.62  0.15       -0.20  0.15     31111 -30.0     -1.17  0.15      -1.03  0.22        -0.93  0.29    3330.00 -30.0      -1.02  0.24     -350.53 -30.0      -0.84  0.21     3660.08 -30.0      3770.00 -30.0     -380.70 -30.0        39999 -30.0     -410.57 -30.0      -1.37  0.42      4330.36 -30.0 4440.43 -30.0 880.97  0.00 
-2.05  0.15     -1.96  0.15    -0.11  0.25    -0.60  0.36       0.46  0.16   14444 -30.0    0.37  0.17   -0.44  0.25     0.48  0.22     0.18  0.19      0.40  0.20    -0.17  0.14     -0.01  0.14      0.22  0.15    -0.39  0.19      -0.01  0.24      -0.22  0.14   -0.54  0.14     -0.48  0.30       -0.08  0.17      -1.02  0.16      0.11  0.14     -0.14  0.11    -0.54  0.15        0.00  0.15     31111 -30.0     -0.18  0.14      -0.19  0.15        -0.24  0.16       0.02  0.17      -0.03  0.15       -0.09  0.15      -0.00  0.16        0.09  0.17        37777 -30.0        0.01  0.16        39999 -30.0        0.03  0.17      -0.14  0.23         0.11  0.21 4440.62 -30.0 880.66  0.00 
-3.29  0.15     -3.21  0.16    -0.01  0.25  -130.61 -30.0       0.60  0.27    0.06  0.28    0.61  0.15   -0.54  0.30     0.84  0.25     0.46  0.18      0.53  0.17    -0.06  0.15      0.23  0.14      0.27  0.15    -0.06  0.17       0.05  0.24      -0.23  0.15   -0.49  0.16     -0.09  0.24        0.07  0.21    -260.56 -30.0      0.43  0.15      0.01  0.24    -0.49  0.17        0.05  0.15     31111 -30.0     -0.33  0.15      -0.20  0.19        -0.26  0.17      33333 -30.0      -0.08  0.19        0.12  0.21       0.16  0.16        0.23  0.28      3770.74 -30.0        0.34  0.18        39999 -30.0        0.19  0.24      -0.00  0.18         0.55  0.48   44444 -30.0 881.30  0.00 
-2.52  0.14     -2.64  0.15     0.08  0.25  -130.39 -30.0       0.51  0.18    0.23  0.21    0.48  0.16   -0.56  0.29     0.54  0.25    16666 -30.0      0.44  0.17     0.04  0.15      0.17  0.14      0.31  0.15    -0.08  0.17       0.19  0.24      -0.17  0.14   -0.40  0.15     -0.21  0.24        0.08  0.19    -260.89 -30.0      0.11  0.15     -0.51  0.26    -0.80  0.19       -0.21  0.16     31111 -30.0     -0.64  0.16      -0.33  0.24        -0.31  0.18       0.35  0.21      -0.28  0.20       35555 -30.0      -0.16  0.19     3660.47 -30.0      3770.56 -30.0       -0.13  0.18        39999 -30.0     4110.14 -30.0      -0.33  0.19      4330.72 -30.0 4441.28 -30.0 881.28  0.00 
-1.82  0.21     -1.65  0.14    -0.30  0.25    -0.50  0.36       0.73  0.20    0.08  0.22    0.29  0.35   15555 -30.0     0.66  0.26     0.35  0.25      0.47  0.27     0.10  0.13      0.17  0.20      0.35  0.13    -0.08  0.22       0.23  0.23      -0.14  0.20   -0.39  0.20     -0.17  0.28        0.12  0.23      -0.64  0.22      0.33  0.20      0.14  0.13     0.07  0.14        0.52  0.14     31111 -30.0      0.18  0.13       0.20  0.15         0.10  0.19       0.44  0.22       0.20  0.16        0.06  0.26       0.13  0.14        0.37  0.26        37777 -30.0       38888 -30.0        39999 -30.0        0.28  0.27       0.10  0.17      4331.00 -30.0   44444 -30.0 880.85  0.00 
-1.63  0.15     -1.56  0.15    -0.15  0.25     0.05  0.28       0.45  0.16   -0.18  0.17    0.29  0.17   15555 -30.0     0.38  0.21     0.31  0.20      0.37  0.23     0.00  0.15      0.05  0.15      0.29  0.15    -0.34  0.23       0.04  0.24      -0.14  0.15   -0.43  0.14     -0.42  0.30        0.01  0.17      -0.83  0.15      0.16  0.14     -0.14  0.10    -0.34  0.15        0.20  0.15     31111 -30.0      0.10  0.14       0.08  0.15         0.07  0.15      33333 -30.0       0.29  0.15        0.16  0.15       0.40  0.24        0.40  0.16        37777 -30.0        0.47  0.15        39999 -30.0        0.52  0.16       0.17  0.25         0.48  0.18    0.68  0.32 880.38  0.00 
-2.39  0.21     -2.24  0.14     0.09  0.25  1330.01 -30.0       0.32  0.21   -0.10  0.31    0.30  0.23   -0.74  0.32     0.50  0.37     0.31  0.23      0.46  0.22     0.04  0.15      0.38  0.21      0.38  0.14     0.08  0.24       0.12  0.26      -0.02  0.21   -0.33  0.21      0.04  0.25        0.13  0.27      26666 -30.0      0.37  0.21      0.25  0.24    -0.31  0.18        0.16  0.17     31111 -30.0     -0.27  0.14       0.09  0.21      3220.85 -30.0    3331.32 -30.0    3440.45 -30.0     3550.84 -30.0       0.14  0.29     3661.07 -30.0      3771.61 -30.0     3880.76 -30.0        39999 -30.0     4110.97 -30.0      -0.18  0.45      4331.71 -30.0   44444 -30.0 881.87  0.00 
-1.99  0.17     -2.02  0.15    -0.28  0.25     0.70  0.36       0.47  0.18    0.14  0.20    0.51  0.19   -0.70  0.28     0.56  0.23     0.31  0.20      0.54  0.19    -0.03  0.15      0.19  0.16      0.29  0.15    -0.12  0.19       0.19  0.23      -0.18  0.16   -0.45  0.16     -0.21  0.21        0.04  0.19      -0.83  0.20      0.06  0.16      0.17  0.21    -0.38  0.15        0.07  0.14     31111 -30.0      0.14  0.16       0.04  0.15        -0.10  0.17       0.22  0.16       0.09  0.15        0.17  0.15       0.28  0.16        0.39  0.17        37777 -30.0        0.42  0.16         0.19  0.36        0.27  0.16       0.22  0.20         0.46  0.35   44444 -30.0 880.95  0.00 
-1.75  0.16     -1.74  0.15    -0.23  0.25  1331.81 -30.0       0.50  0.16   14444 -30.0    0.41  0.18   -0.78  0.28     0.60  0.23    16666 -30.0      0.42  0.19     0.18  0.16      0.28  0.16      0.37  0.15     0.05  0.19       0.26  0.23      -0.11  0.16   -0.24  0.16     -0.11  0.20        0.09  0.19      26666 -30.0      0.16  0.16      0.68  0.19    -0.33  0.15        0.26  0.15     31111 -30.0      0.08  0.15       0.07  0.16      3220.20 -30.0      33333 -30.0       0.16  0.16        0.20  0.16       0.29  0.16        0.44  0.20        37777 -30.0        0.54  0.17        39999 -30.0        0.29  0.20       0.15  0.18        43333 -30.0 4441.25 -30.0 881.21  0.00 
-2.75  0.15     -2.78  0.15    -0.39  0.25     0.65  0.36       0.54  0.17   14444 -30.0    0.63  0.18   -0.29  0.26     0.69  0.22    16666 -30.0      0.50  0.18     0.02  0.15      0.11  0.14      0.33  0.15    -0.21  0.17       0.03  0.23      -0.32  0.14   -0.71  0.15     -0.28  0.27        0.04  0.18      -0.94  0.19      0.20  0.14      0.21  0.12    -0.31  0.15        0.16  0.15      0.51  0.28     -0.17  0.15      -0.08  0.15        -0.16  0.16       0.17  0.17       0.04  0.16        0.17  0.15       0.25  0.17        0.34  0.18      3770.69 -30.0        0.30  0.16        39999 -30.0        0.27  0.17       0.14  0.25         0.48  0.31    0.35  0.31 880.97  0.00 
-1.88  0.10     -1.88  0.13    -0.36  0.25  1330.25 -30.0      51111 -30.0   -0.14  0.14    0.32  0.08   -0.57  0.22     0.24  0.20     0.02  0.15      0.32  0.17    -0.02  0.12      0.13  0.09      0.28  0.12    -0.10  0.14       0.16  0.23      -0.05  0.10   -0.35  0.10     -0.19  0.18        0.00  0.13      -0.65  0.13      0.12  0.09     -0.17  0.07    -0.31  0.15        0.14  0.13     31111 -30.0      0.02  0.10       0.10  0.18         0.01  0.34      33333 -30.0    3440.50 -30.0        0.24  0.26       0.17  0.14     3660.85 -30.0        37777 -30.0        0.39  0.14        39999 -30.0     4111.11 -30.0       0.17  0.19      4331.23 -30.0   44444 -30.0 880.88  0.00 
-1.29  0.10     -1.28  0.11    -0.31  0.25    -0.51  0.36      51111 -30.0   -0.26  0.13    0.20  0.11   15555 -30.0     0.25  0.17    16666 -30.0      0.29  0.17    -0.02  0.11      0.03  0.09      0.19  0.10    -0.18  0.15       0.06  0.22      -0.08  0.10   -0.50  0.09     -0.51  0.18       -0.06  0.13      -0.70  0.11     -0.21  0.08     -0.11  0.06    -0.32  0.12        0.17  0.11     31111 -30.0     -0.11  0.09       0.15  0.13         0.05  0.17       0.48  0.17       0.23  0.15        0.18  0.22       0.37  0.11        0.54  0.22        37777 -30.0        0.34  0.16        39999 -30.0        0.43  0.16       0.25  0.17      4330.52 -30.0   44444 -30.0 880.75  0.00 
-1.38  0.21     -1.24  0.14    -0.26  0.25  1330.50 -30.0      51111 -30.0    0.14  0.22    0.42  0.23   -0.35  0.37     0.47  0.25    16666 -30.0      0.40  0.31     0.19  0.13      0.23  0.20      0.40  0.14    -0.03  0.22       0.38  0.24      -0.08  0.20   -0.33  0.21     -0.06  0.29        0.15  0.22      -0.44  0.21      0.26  0.19     -0.11  0.13    -0.03  0.14        0.36  0.14     31111 -30.0      0.10  0.13       0.06  0.15         0.12  0.16      33333 -30.0       0.14  0.16        0.28  0.18       0.14  0.14       36666 -30.0        37777 -30.0        0.10  0.21        39999 -30.0        0.20  0.25       0.12  0.17      4330.94 -30.0 4441.70 -30.0 880.79  0.00
-3.13  0.15     -3.06  0.16     0.31  0.25    -0.40  0.36    5111.04 -30.0   14444 -30.0    0.50  0.15   -0.66  0.28    15555 -30.0     0.37  0.18      0.47  0.17     0.06  0.16      0.25  0.15      0.25  0.16     0.10  0.18       0.12  0.27      -0.20  0.17   -0.34  0.16      0.13  0.21        0.13  0.22      26666 -30.0      0.32  0.17     -0.19  0.23    -0.69  0.20       -0.23  0.17     31111 -30.0     -1.10  0.16     660.06  0.00      3220.02 -30.0    3330.79 -30.0    -340.00 -30.0     3550.45 -30.0     990.01  0.00     3660.79 -30.0      3770.95 -30.0     3880.51 -30.0        39999 -30.0     4110.32 -30.0      -0.68  0.46      4331.22 -30.0   44444 -30.0 881.58  0.00 
-1.20  0.10     -1.21  0.14     0.04  0.25     0.40  0.28      51111 -30.0   14444 -30.0    0.38  0.10   15555 -30.0     0.31  0.18     0.35  0.18      0.25  0.17     0.15  0.11      0.18  0.09      0.34  0.12    -0.03  0.14       0.25  0.23      -0.11  0.09   -0.29  0.10     -0.09  0.18        0.08  0.13      -0.20  0.10      0.07  0.09      0.05  0.06    -0.24  0.15        0.13  0.15     31111 -30.0     -0.05  0.10       0.11  0.16         0.03  0.22       0.65  0.21       0.24  0.17        0.34  0.18       0.17  0.16     3660.43 -30.0        37777 -30.0        0.23  0.22        39999 -30.0        0.12  0.32       0.12  0.18      4330.92 -30.0   44444 -30.0 880.78  0.00 
-2.06  0.17     -2.04  0.15  -120.17 -30.0  1332.33 -30.0       0.42  0.16   14444 -30.0    0.43  0.17   -0.35  0.27    15555 -30.0     0.18  0.20      0.45  0.19     0.13  0.15      0.33  0.17      0.25  0.15     0.09  0.19       0.20  0.23      -0.11  0.17   -0.32  0.17     -0.22  0.19        0.08  0.21    -260.56 -30.0      0.13  0.17      0.69  0.22    -0.28  0.15        0.27  0.15     31111 -30.0      0.04  0.14       0.15  0.16         0.08  0.18      33333 -30.0       0.09  0.16        0.32  0.18       0.38  0.15        0.59  0.22        37777 -30.0        0.52  0.15        39999 -30.0        0.30  0.27       0.30  0.22      4330.66 -30.0   44444 -30.0 881.15  0.00 
-1.74  0.21     -1.83  0.14    -0.07  0.25  1330.90 -30.0      51111 -30.0   -0.24  0.23    0.28  0.32   -0.81  0.33     0.39  0.27     0.11  0.23      0.40  0.27     0.02  0.14      0.19  0.20      0.35  0.14    -0.07  0.22       0.20  0.23      -0.08  0.20   -0.33  0.22     -0.26  0.25        0.01  0.23    -260.67 -30.0      0.08  0.20      0.07  0.20    -0.40  0.18        0.21  0.15     31111 -30.0     -0.13  0.14       0.08  0.20        32222 -30.0      33333 -30.0       0.10  0.19       35555 -30.0       0.36  0.15     3660.88 -30.0        37777 -30.0        0.50  0.23        39999 -30.0     4110.66 -30.0       0.24  0.24      4331.29 -30.0   44444 -30.0 881.12  0.00 
-1.70  0.15     -1.85  0.15     0.01  0.25     0.10  0.28       0.29  0.15   -0.11  0.17    0.31  0.15   15555 -30.0     0.41  0.21     0.30  0.21      0.48  0.22     0.09  0.14      0.09  0.14      0.33  0.14    -0.21  0.20       0.34  0.24      -0.14  0.14   -0.45  0.14     -0.23  0.28       -0.03  0.17      -0.66  0.15      0.02  0.14      0.10  0.10    -0.18  0.15        0.24  0.15     31111 -30.0      0.03  0.14       0.10  0.15         0.05  0.17       0.45  0.16       0.21  0.15        0.28  0.16       0.28  0.18        0.37  0.18        37777 -30.0        0.36  0.17        39999 -30.0        0.35  0.18       0.24  0.22         0.57  0.36   44444 -30.0 880.51  0.00 
